ID_GPS,ISO,Country,Partyname,Partyabb,CPARTY,CPARTYABB,Region,Experts,Min_Experts,TYPES,Type_Values,Type_Populism,Type_Populist_Values,Type_Partysize_vote,Type_Partysize_seat,CORE_GPS_ITEMS,V1,V2,V3,V4_Scale,V4_Bin,V4_Ord,V5,V6_Scale,V6_Bin,V6_Ord,V7,V8_Scale,V8_Bin,V8_Ord,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,METAEXPERT,YoB,Gender,Born,Citizen,Partysupport,Ideology,Difficulty,LocationLatitude,LocationLongitude,Language,METAPARTY,Elec_code,Elec_year,PartyPerVote,PartyPerSeats,ENEP,ENPP,LSQINDEX,CHES_lrecon,CHES_lrecon_salience,CHES_galtan,CHES_galtan_salience,CHES_immigrate_policy,CHES_ethnic_minorities,CHES_people_vs_elite,CHES_experts,CHES_vote,CHES_seat,CHES_electionyear,CHES_family,CHES_govt,PG_family,PG_left_right,PG_state_market,PG_liberty_authority,PG_eu_anti_pro,Popu_List,WVS_LR_PartyVoter,WVS_LibCon_PartyVoter,WVS_Polmistrust_PartyVoter,WVS_LR_MedianVoter,WVS_LibCon_MedianVoter,LRdistancemedianvoter,LCdistancemedianvoter,LRdistanceownvoters,LCdistanceownvoters,PARTYIDCODES,ID_ParlGov,ID_PartyFacts,ID_CHES,ID_ESS,ID_CMP,ID_castles_mair,ID_huber_inglehart,ID_ray,ID_benoit_laver,ID_EES,ID_WVS,METACOUNTRY,CountryName,ID_Cow,ID_VDem,Region_9,Region_10,Region_19,OECD,EU,EURegion,polity,polity2,FH_Regime,FH_PoliticalRights,FH_CivilLiberties,Area,Pop1990,Pop2000,Pop2018,GDP,Longevity,Corruption,Electoral_Integrity,VDem_regime,v2x_polyarchy,v2x_libdem,v2xel_frefair,v2elfrfair,v2elfrfair_osp,v2elfrfair_ord,v2elloelsy,v2elparlel,v2elncbpr,Turnout,v2eltrnout,v2elvaptrn,v2psbars,v2psbars_osp,v2psbars_ord,v2psorgs,v2psorgs_osp,v2psorgs_ord,v2psprbrch,v2psprbrch_osp,v2psprbrch_ord,v2psprlnks,v2psprlnks_osp,v2psprlnks_ord,v2psplats,v2psplats_osp,v2psplats_ord,v2xnp_client,v2xps_party
864,SOM,Somalia,Somali African National Union,SANU,SOM_ Somali African National Union,SOM_ SANU,4,3,0, ,0, ,0, , , ,2,5,5.5, , , , , , , ,4, , , , , ,10, ,3, , ,9,0, ,10,10,10, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,6736, , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
865,SOM,Somalia,Somali Youth League,SYL,SOM_ Somali Youth League,SOM_ SYL,4,3,0, ,3,4,3, , , ,10,8.5,7.5,7,1,3,9,1,0,1,8,10,1,4, , ,10, ,0, , ,2,0, ,10,8,10, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5220, , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
866,SOM,Somalia,Somalia Green Party,SGP,SOM_ Somalia Green Party,SOM_ SGP,4,3,0, ,1,2,1, , , ,3,5,6,2,0,1, ,4,0,2,3,3,0,2,2, ,10,1,7,1.5,3,2,2,4,7,9,6.5, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
867,SOM,Somalia,Tayo Party,TPP,SOM_ Tayo Party,SOM_ TPP,4,3,0, ,1,2,1, , , ,2,5,5.5,3,0,2,9,2,0,1,2,3,0,2,3, ,10,2,8,6,3,5.5,0,4,6.5,10,7, ,1957.5,.5,.5,.5,2,4,9,20.6371994018555,27.228401184082,EN, , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Somalia,520,130, ,4,8, ,0, , , , , , ,640483.589,7225092,8872254,15008154, ,58,10, ,0,.179,.108,0, , , , , , , , , ,1.137,3.466,4,-1.301,.662,1,-1.023,.776,1,-1.29,.813,1,-1.327,.654,0,.842,.113
868,SRB,Serbia,Coalition for a Better Serbia,CBS,SRB_ Coalition for a Better Serbia,SRB_ CBS,1,6,1, ,3,2,1,2,2, ,6,5.33333333333333,4,6,1,3,7,3,0,2,6.33333333333333,3,0,2,3,.5,3.75,.666666666666667,8.33333333333333,1.66666666666667,.666666666666667,1.75,1,2,1.5,5.5,1, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,5,5.2,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
869,SRB,Serbia,Democratic Party,DS,SRB_ Democratic Party,SRB_ DS,1,6,1, ,1,2,1,2,2, ,9,6,3.5,3.66666666666667,0,2,8,1.5,0,1,6.5,2.75,0,2,2.25,1.33333333333333,1.33333333333333,1.5,9.5,.25,0,1.25,3.33333333333333,3.25,2.75,5.5,2.5, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,6,6.4,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0,6.18269230769231,6.14108527131783,78.625, , , , ,-2.51602564102564,-4.64108527131783, , ,2189,3302, ,95430, , , , , ,911001, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
870,SRB,Serbia,Democratic Party of Serbia-Dveri,DSS-Dver,SRB_ Democratic Party of Serbia-Dveri,SRB_ DSS-Dveri,1,6,1, ,4,1,2,2,2, ,7.2,8,2,6.5,1,3,7,7.75,1,4,7,2,0,1,3.75,4.5,3,1,4,2,3.75,2.5,4,4,1.66666666666667,5.25,1.66666666666667, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,5,5.2,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0,5.88922155688623,6.77868852459016,80.3571428571429, , , , ,.610778443113772,.971311475409836, , ,2190,3303, ,95712, , , , , ,911002, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
871,SRB,Serbia,Enough is Enough,DJB,SRB_ Enough is Enough,SRB_ DJB,1,6,1, ,3,2,1,2,2, ,8.5,3,3.25,6,1,3,6.25,3.66666666666667,0,2,6.33333333333333,2.66666666666667,0,2,2.75,2,5,1,9,2,2,2.66666666666667,1.5,2.5,1.33333333333333,5.5,1.33333333333333, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,6,6.4,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0,4.95,6.65333333333333,90.1041666666667, , , , ,1.05,-2.98666666666667, , ,5379, , ,95440, , , , , ,688038, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
872,SRB,Serbia,Serbian Progressive Party,SNS,SRB_ Serbian Progressive Party,SRB_ SNS,1,6,1, ,4,4,4,3,3, ,8.75,5.6,6.5,6.33333333333333,1,3,5.66666666666667,9,1,4,5.25,10,1,4,10,5.5,6.5,8,.333333333333333,5.5,6,10,10,8,8.25,9.5,10, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,48,52.4,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0,5.79093198992443,7.62698412698414,69.7963169642857, , , , ,.542401343408899,1.37301587301586, , ,3177,3310, , , , , , , ,688035, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
873,SRB,Serbia,Serbian Radical Party,SRS,SRB_ Serbian Radical Party,SRB_ SRS,1,6,1, ,4,4,4,2,2, ,9,7,5,6.33333333333333,1,3,4,9.75,1,4,8.75,9.25,1,4,8.25,8.75,9,8,.25,7.66666666666667,9.25,9.25,9.75,7.25,7.75,9.5,9.25, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,8.1,8.8,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0,6.28,6.99719887955182,78.8461538461538, , , , ,.0533333333333328,2.75280112044818, , ,2175, , ,95711, , , , , ,911003, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
874,SRB,Serbia,Socialist Party of Serbia,SPS,SRB_ Socialist Party of Serbia,SRB_ SPS,1,6,1, ,2,4,4,3,3, ,7.75,6.25,7.5,2.5,0,2,7,6.5,1,3,5.5,8.5,1,4,8.75,5.5,3,8.5,1,4.5,3.33333333333333,8.75,9.75,7.5,7.25,8.75,9.25, ,1960.25,1,.75,1, ,3.25,7.75,44.8166046142578,20.4721069335938,EN, ,SRB_24042016_L1,2016,10.9,11.6,3.83080117375748,3.23231278444353,3.22024843762092, , , , , , , , , , , , , , , , , , ,0,3.54822335025381,7.2753286929621,61.7209141274238, , , , ,-1.04822335025381,-.775328692962102, , ,2178,3307, ,95221, , , , , ,911015, ,Serbia,345,198,5,1,3,0,0, , , ,2,3,2,77201.66,7586000,7516346,6982084,16049.2790508045,76.2,39,48.7120628356934,1,.394,.28,.419, , , , , , ,56.4, , ,.47,2.965,3,.785,2.463,3,1.422,2.774,3,-.371,1.606,1,.93,2.942,3,.63,.67
875,STP,Sao Tome and Principe,Force for Change Democratic Movement - Democratic Convergence Party,MDFM/PL,STP_ Force for Change Democratic Movement - Democratic Conve,STP_ MDFM/PL,4,4,0, ,0,4,0,1, , ,5,7.5,7,9,1,4,3, , , ,8,8,1,4,7, ,3,2,10,4.5, ,4.5,5.5,7,8,4,3, ,1966.5,1,0,0,8,4.5,8.5,12.90625,-23.8213500976562,EN, ,STP_07102018_L1,2018,.095, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,6143, , , , , , , , ,-9, ,Sao Tome and Principe,403,196,2,4,7,0,0, , , ,2,2,2,1149.775,119209,142262,211028,3033.39298016278, ,46,52.0937805175781,2,.685,.561,.819,1.511,3.685,4,8,1,3, ,80.65,74.49,1.732,3.761,4,-.301,1.415,1,-.038,1.481,1,.58,2.547,3,-.149,1.74,1,.34,.441
876,STP,Sao Tome and Principe,Independent Democratic Action,ADI,STP_ Independent Democratic Action,STP_ ADI,4,4,0, ,0,3,0,1, , ,6,4.5,5,2,0,1,8, , , ,6,6,1,3,6, ,3,4,10,4.5, ,5.5,9.5,9,9.5,0,1, ,1966.5,1,0,0,8,4.5,8.5,12.90625,-23.8213500976562,EN, ,STP_07102018_L1,2018,.4181, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5340, , , , , , , , ,-9, ,Sao Tome and Principe,403,196,2,4,7,0,0, , , ,2,2,2,1149.775,119209,142262,211028,3033.39298016278, ,46,52.0937805175781,2,.685,.561,.819,1.511,3.685,4,8,1,3, ,80.65,74.49,1.732,3.761,4,-.301,1.415,1,-.038,1.481,1,.58,2.547,3,-.149,1.74,1,.34,.441
877,STP,Sao Tome and Principe,Movement for the Liberation of Sao Tome and Principe-Social Democratic Party,MLSTP-SD,STP_ Movement for the Liberation of Sao Tome and Principe-So,STP_ MLSTP-SDP,4,4,0, ,0,3,0,1, , ,6,8.5,2,8,1,4,6.5, , , ,8,5.5,1,3,8, ,2.5,2,10,4.5, ,5.5,9,8,8.5,0,2, ,1966.5,1,0,0,8,4.5,8.5,12.90625,-23.8213500976562,EN, ,STP_07102018_L1,2018,.4032, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5331, , , , , , , , ,-9, ,Sao Tome and Principe,403,196,2,4,7,0,0, , , ,2,2,2,1149.775,119209,142262,211028,3033.39298016278, ,46,52.0937805175781,2,.685,.561,.819,1.511,3.685,4,8,1,3, ,80.65,74.49,1.732,3.761,4,-.301,1.415,1,-.038,1.481,1,.58,2.547,3,-.149,1.74,1,.34,.441
878,STP,Sao Tome and Principe,Sao Tome and Principe Independent Citizen Movement Party,MCISTP,STP_ Sao Tome and Principe Independent Citizen Movement Part,STP_ MCISTP,4,4,0, ,0,3,0,1, , ,2.5,7.5,8,0,0,1,3, , , ,5,5.5,1,3,6, ,9, , ,4.5, ,2,4.5,4.5,6,10,6, ,1966.5,1,0,0,8,4.5,8.5,12.90625,-23.8213500976562,EN, ,STP_07102018_L1,2018,.0211, , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,-9, ,Sao Tome and Principe,403,196,2,4,7,0,0, , , ,2,2,2,1149.775,119209,142262,211028,3033.39298016278, ,46,52.0937805175781,2,.685,.561,.819,1.511,3.685,4,8,1,3, ,80.65,74.49,1.732,3.761,4,-.301,1.415,1,-.038,1.481,1,.58,2.547,3,-.149,1.74,1,.34,.441
879,SUR,Suriname,A Combination,AC,SUR_ A Combination,SUR_ AC,2,9,1, ,0,4,4,3,2, ,7.6,5.66666666666667,5.25, , , ,8,5,1,3,3.5,9,1,4,8.5,6,7.5,3,5,3,2,5.5,6.33333333333333,5.33333333333333,8.5,4,7.5, ,1957.75,.75,.5,.5,4.5,4.66666666666667,6,23.2480010986328,-64.3816986083984,EN, ,SUR_25052015_L1,2015,10.5,9.8,2.78491799808955,2.53092153383969,4.56727489866769, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,6079, , , , , , , , ,-9, ,Suriname,115,4,9,10,18,0,0, ,5,5,2,2,3,145952.274,405168,470949,575991,13762.8018565847,71.6,43,50.572998046875,2,.772,.635,.891, , , , , , ,73, , ,1.774,3.776,4,2.208,3.569,4,1.723,3.02,3,.866,2.808,3,1.481,3.42,4,.265,.873
880,SUR,Suriname,National Democratic Party,NDP,SUR_ National Democratic Party,SUR_ NDP,2,9,1, ,2,4,4,3,3, ,9,8.5,6.66666666666667,3.33333333333333,0,2,6.8,5.5,1,3,3.33333333333333,8.4,1,4,9.25,3,3.5,3.75,3.66666666666667,4,3.5,7.5,7.75,6,7.25,2.5,8.33333333333333, ,1957.75,.75,.5,.5,4.5,4.66666666666667,6,23.2480010986328,-64.3816986083984,EN, ,SUR_25052015_L1,2015,45.5,51,2.78491799808955,2.53092153383969,4.56727489866769, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3731, , , , , , , , ,-9, ,Suriname,115,4,9,10,18,0,0, ,5,5,2,2,3,145952.274,405168,470949,575991,13762.8018565847,71.6,43,50.572998046875,2,.772,.635,.891, , , , , , ,73, , ,1.774,3.776,4,2.208,3.569,4,1.723,3.02,3,.866,2.808,3,1.481,3.42,4,.265,.873
881,SUR,Suriname,Party for Democracy and Development through Unity,DOE,SUR_ Party for Democracy and Development through Unity,SUR_ DOE,2,9,1, ,1,2,1,2,1, ,8.33333333333333,8.5,5.66666666666667,3,0,2,8.33333333333333,3,0,2,7,2.75,0,2,3.66666666666667,4,8,2.5,6,2,2.5,3,2.33333333333333,2,3,5.5,1.33333333333333, ,1957.75,.75,.5,.5,4.5,4.66666666666667,6,23.2480010986328,-64.3816986083984,EN, ,SUR_25052015_L1,2015,4.3,2,2.78491799808955,2.53092153383969,4.56727489866769, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,3725, , , , , , , , ,-9, ,Suriname,115,4,9,10,18,0,0, ,5,5,2,2,3,145952.274,405168,470949,575991,13762.8018565847,71.6,43,50.572998046875,2,.772,.635,.891, , , , , , ,73, , ,1.774,3.776,4,2.208,3.569,4,1.723,3.02,3,.866,2.808,3,1.481,3.42,4,.265,.873
882,SUR,Suriname,Progressive Reform Party,VHP/V7,SUR_ Progressive Reform Party,SUR_ VHP/V7,2,9,1, ,2,2,2,3,3, ,9,6.8,6,4,0,2,8,5,1,3,7.5,2.66666666666667,0,2,3,4,6.5,3.75,9.5,3.5,2,2.5,5,3.33333333333333,5.5,3.5,3.5, ,1957.75,.75,.5,.5,4.5,4.66666666666667,6,23.2480010986328,-64.3816986083984,EN, ,SUR_25052015_L1,2015,37.3,35.3,2.78491799808955,2.53092153383969,4.56727489866769, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,5800, , , , , , , , ,-9, ,Suriname,115,4,9,10,18,0,0, ,5,5,2,2,3,145952.274,405168,470949,575991,13762.8018565847,71.6,43,50.572998046875,2,.772,.635,.891, , , , , , ,73, , ,1.774,3.776,4,2.208,3.569,4,1.723,3.02,3,.866,2.808,3,1.481,3.42,4,.265,.873
883,SUR,Suriname,Progressive Workers' and Farmers' Union,PALU,SUR_ Progressive Workers' and Farmers' Union,SUR_ PALU,2,9,1, ,1,3,3,1,1, ,7.83333333333333,8,7,2.66666666666667,0,2,8,4.75,0,2,7.5,6.33333333333333,1,3,5,4,7.25,2.5,2.5,4.5,3.5,1.5,2,2.33333333333333,2,5,1.5, ,1957.75,.75,.5,.5,4.5,4.66666666666667,6,23.2480010986328,-64.3816986083984,EN, ,SUR_25052015_L1,2015,.7,2,2.78491799808955,2.53092153383969,4.56727489866769, , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , ,6076, , , , , , , , ,-9, ,Suriname,115,4,9,10,18,0,0, ,5,5,2,2,3,145952.274,405168,470949,575991,13762.8018565847,71.6,43,50.572998046875,2,.772,.635,.891, , , , , , ,73, , ,1.774,3.776,4,2.208,3.569,4,1.723,3.02,3,.866,2.808,3,1.481,3.42,4,.265,.873
884,SVK,Slovakia,Bridge,MH,SVK_ Most-Hid,SVK_ MH,1,12,1, ,3,2,1,2,2, ,7.66666666666667,5.5,3.85714285714286,7.25,1,3,5.2,3.75,0,2,5.5,3.125,0,2,3.28571428571429,3.25,7,3,7.85714285714286,3,2,1.75,3.5,6.83333333333333,6.75,3,2, ,1971.42857142857,.857142857142857,.857142857142857,1, ,6,7.57142857142857,48.8417638142904,17.8450037638346,EN, ,SVK_05032016_L1,2016,6.5,7.3,7.55612310435762,5.66719938340871,3.99061398784698,5.94999980926514,5.94999980926514,4.59999990463257,5.40000009536743,5.94736862182617,.75,3.15000009536743,20,6.5,7.30000019073486,2016,8,.5,Conservative,7.4,6.4,7,7.9,0,5.82758620689655,5.63492063492063,64.453125,5.42,5.6977,1.83,-1.9477,1.42241379310345,-1.88492063492063, ,1620,258,2813,SK-5-4,96955, , , , , ,703046, ,Slovak Republic,317,201,5,1,4,1,1,2,10,10,2,1,1,48884.72,5299187,5388720,5447011,31226.4464427041,77.2,50,74.4414749145508,2,.824,.711,.945, , , , , , ,59.8, , ,1.949,3.829,4,1.668,3.227,3,1.483,2.827,3,1.926,3.558,4,1.272,3.259,4,.151,.854
885,SVK,Slovakia,Direction Social Democracy,SMER,SVK_ Direction Social Democracy,SVK_ SMER,1,12,1, ,2,3,4,3,3, ,8.3,7.25,7.57142857142857,3.22222222222222,0,2,7.42857142857143,7.77777777777778,1,4,7.2,7.42857142857143,1,3,8,9.66666666666667,1.25,8.5,3.28571428571429,7.66666666666667,7,7.8,6.83333333333333,2.28571428571429,5.5,4.33333333333333,7, ,1971.42857142857,.857142857142857,.857142857142857,1, ,6,7.57142857142857,48.8417638142904,17.8450037638346,EN, ,SVK_05032016_L1,2016,28.3,32.7,7.55612310435762,5.66719938340871,3.99061398784698, , , , , , , , , , , , , , , , , , ,1,3.92910447761194,5.86245353159851,64.1835793357934,5.42,5.6977,-2.19777777777778,2.08007777777778,-.706882255389718,1.91532424617927, , , , , , , , , , , ,703051, ,Slovak Republic,317,201,5,1,4,1,1,2,10,10,2,1,1,48884.72,5299187,5388720,5447011,31226.4464427041,77.2,50,74.4414749145508,2,.824,.711,.945, , , , , , ,59.8, , ,1.949,3.829,4,1.668,3.227,3,1.483,2.827,3,1.926,3.558,4,1.272,3.259,4,.151,.854
886,SVK,Slovakia,Freedom and Solidarity,SaS,SVK_ Freedom and Solidarity,SVK_ SaS,1,12,1, ,3,2,1,3,3, ,8.5,6.14285714285714,3,8.22222222222222,1,4,8.55555555555556,3.44444444444444,0,2,4.66666666666667,4.66666666666667,0,2,4.33333333333333,8.44444444444444,8.16666666666667,8.25,4.5,2.66666666666667,3.6,2.71428571428571,2.75,4.4,5,4.8,3.42857142857143, ,1971.42857142857,.857142857142857,.857142857142857,1, ,6,7.57142857142857,48.8417638142904,17.8450037638346,EN, ,SVK_05032016_L1,2016,12.1,14,7.55612310435762,5.66719938340871,3.99061398784698,8.5,8.35000038146973,4.05000019073486,6.34999990463257,8.89473724365234,5.44444465637207,5.19999980926514,20,12.1000003814697,14,2016,3,0,Liberal,6,6.7,3.5,8.7,0,6.84210526315789,4.6195652173913,72.9591836734694,5.42,5.6977,2.80222222222222,-2.25325555555556,1.38011695906433,-1.17512077294686, ,1460,1386,2812,SK-5-6,96440, , , , , ,703049, ,Slovak Republic,317,201,5,1,4,1,1,2,10,10,2,1,1,48884.72,5299187,5388720,5447011,31226.4464427041,77.2,50,74.4414749145508,2,.824,.711,.945, , , , , , ,59.8, , ,1.949,3.829,4,1.668,3.227,3,1.483,2.827,3,1.926,3.558,4,1.272,3.259,4,.151,.854
887,SVK,Slovakia,Network,SIET,SVK_ Network,SVK_ SIET,1,12,1, ,4,1,2,2,2, ,3.5, ,3,7,1,3,8,8,1,4,9,2,0,1,3,6,9.66666666666667,4,10,6, ,2.5, , , ,3,2.5, ,1971.42857142857,.857142857142857,.857142857142857,1, ,6,7.57142857142857,48.8417638142904,17.8450037638346,EN, ,SVK_05032016_L1,2016,5.6,6.7,7.55612310435762,5.66719938340871,3.99061398784698, , , , , , , , , , , , , ,Conservative,7.4,6.4,7,7.9,0,5.72727272727273,6.27272727272727,66.875,5.42,5.6977,1.58,2.3023,1.27272727272727,1.72727272727273, ,2624,4872, , ,96630, , , , , ,703048, ,Slovak Republic,317,201,5,1,4,1,1,2,10,10,2,1,1,48884.72,5299187,5388720,5447011,31226.4464427041,77.2,50,74.4414749145508,2,.824,.711,.945, , , , , , ,59.8, , ,1.949,3.829,4,1.668,3.227,3,1.483,2.827,3,1.926,3.558,4,1.272,3.259,4,.151,.854
888,SVK,Slovakia,Ordinary People and Independent Personalities,OLaNO,SVK_ Ordinary People and Independent Personalities,SVK_ OLaNO,1,12,1, ,4,3,4,3,3, ,8,4.71428571428571,7.33333333333333,7,1,3,2.4,7.85714285714286,1,4,6.8,6.77777777777778,1,3,7,8.28571428571429,5.75,5,4.875,5.5,2.75,3.875,2.75,2,1.8,7.2,3.28571428571429, ,1971.42857142857,.857142857142857,.857142857142857,1, ,6,7.57142857142857,48.8417638142904,17.8450037638346,EN, ,SVK_05032016_L1,2016,11,12.7,7.55612310435762,5.66719938340871,3.99061398784698,6.68421030044556,5.19999980926514,7.69999980926514,6.25,8.33333301544189,5.83333349227905,6.94999980926514,20,11,12.6999998092651,2016,2,0,Conservative,7.4,6.4,7,7.9,1,6.54945054945055,5.15438596491228,72.758152173913,5.42,5.6977,1.58,2.15944285714286,.450549450549451,2.70275689223058, ,1759,2130,2814,SK-6-1,96620, , , , , ,703047, ,Slovak Republic,317,201,5,1,4,1,1,2,10,10,2,1,1,48884.72,5299187,5388720,5447011,31226.4464427041,77.2,50,74.4414749145508,2,.824,.711,.945, , , , , , ,59.8, , ,1.949,3.829,4,1.668,3.227,3,1.483,2.827,3,1.926,3.558,4,1.272,3.259,4,.151,.854
889,SVK,Slovakia,People's Party - Our Slovakia,LsNS,SVK_ People's Party - Our Slovakia,SVK_ LsNS,1,12,1, ,2,4,4,2,2, ,7.625,9.25,6.85714285714286,3.71428571428571,0,2,2.5,9.44444444444444,1,4,9,8.33333333333333,1,4,9,10,1.42857142857143,9,.5,8.16666666666667,9.5,9.75,7.83333333333333,1,3.5,9.57142857142857,7.2, ,1971.42857142857,.857142857142857,.857142857142857,1, ,6,7.57142857142857,48.8417638142904,17.8450037638346,EN, ,SVK_05032016_L1,2016,8,9.3,7.55612310435762,5.66719938340871,3.99061398784698,5.07142877578735,2.73684215545654,9.80000019073486,8.10000038146973,9.78947353363037,9.75,7,20,8,9.30000019073486,2016,1,0,Right-wing,8.8,5.9,8.5,2.3,0,6.01785714285714,5.17816091954023,84.698275862069,5.42,5.6977,-1.70571428571429,3.74674444444444,-2.30357142857143,4.26628352490421, ,586,656,2817, ,96720, , , , , ,703045, ,Slovak Republic,317,201,5,1,4,1,1,2,10,10,2,1,1,48884.72,5299187,5388720,5447011,31226.4464427041,77.2,50,74.4414749145508,2,.824,.711,.945, , , , , , ,59.8, , ,1.949,3.829,4,1.668,3.227,3,1.483,2.827,3,1.926,3.558,4,1.272,3.259,4,.151,.854
